Context,Code,Occupation
81,47-4011.00,Construction and Building Inspectors
81,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
81,15-1299.03,Document Management Specialists
81,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
81,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
81,17-2199.03,"Energy Engineers, Except Wind and Solar"
81,51-3092.00,Food Batchmakers
81,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
81,11-3121.00,Human Resources Managers
81,51-8013.04,Hydroelectric Plant Technicians
81,19-2043.00,Hydrologists
81,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
81,29-2099.01,Neurodiagnostic Technologists
81,29-2091.00,Orthotists and Prosthetists
81,31-1122.00,Personal Care Aides
81,31-1133.00,Psychiatric Aides
81,41-9031.00,Sales Engineers
81,33-9032.00,Security Guards
81,17-1022.00,Surveyors
81,27-2012.04,Talent Directors
81,37-3013.00,Tree Trimmers and Pruners
80,13-2011.00,Accountants and Auditors
80,19-4012.00,Agricultural Technicians
80,39-3091.00,Amusement and Recreation Attendants
80,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
80,19-1021.00,Biochemists and Biophysicists
80,53-2012.00,Commercial Pilots
80,21-1094.00,Community Health Workers
80,15-1251.00,Computer Programmers
80,13-1041.06,Coroners
80,13-1051.00,Cost Estimators
80,13-1041.08,Customs Brokers
80,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
80,51-2023.00,Electromechanical Equipment Assemblers
80,51-2031.00,Engine and Other Machine Assemblers
80,25-9021.00,Farm and Home Management Educators
80,17-2111.02,Fire-Prevention and Protection Engineers
80,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
80,45-4011.00,Forest and Conservation Workers
80,11-9171.00,Funeral Home Managers
80,27-1024.00,Graphic Designers
80,19-3093.00,Historians
80,31-1121.00,Home Health Aides
80,15-1212.00,Information Security Analysts
80,23-1011.00,Lawyers
80,43-6012.00,Legal Secretaries and Administrative Assistants
80,19-2032.00,Materials Scientists
80,17-2141.00,Mechanical Engineers
80,29-2012.00,Medical and Clinical Laboratory Technicians
80,51-4051.00,Metal-Refining Furnace Operators and Tenders
80,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
80,17-3026.01,Nanotechnology Engineering Technologists and Technicians
80,15-1244.00,Network and Computer Systems Administrators
80,47-2141.00,"Painters, Construction and Maintenance"
80,47-2171.00,Reinforcing Iron and Rebar Workers
80,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
80,39-7011.00,Tour Guides and Escorts
80,15-1299.01,Web Administrators
80,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
